2,966,1
2,104,1
5,1509,1
6,1192,1
7,1510,1
12,234,1
15,652,1
15,883,1
15,1511,1
15,1512,1
15,1239,1
16,301,1
16,509,1
18,1185,1
20,1441,1
20,1185,1
26,1179,1
26,60,1
27,1513,1
27,74,1
27,1514,1
29,965,1
29,298,1
29,1106,1
29,1398,1
29,436,1
29,892,1
29,1061,1
29,1350,1
29,989,1
29,1435,1
29,403,1
29,546,1
29,1159,1
29,1147,1
29,509,1
29,969,1
29,129,1
29,1481,1
29,568,1
29,716,1
29,188,1
29,628,1
35,1377,1
35,637,1
36,320,1
36,1229,1
1515,1333,1
38,483,1
38,1516,1
38,272,1
38,795,1
1517,947,1
47,1033,1
47,1518,1
51,1406,1
1519,1520,1
1521,1075,1
57,239,1
58,965,1
60,26,1
60,733,1
60,775,1
60,1522,1
60,1523,1
61,182,1
61,263,1
63,1524,1
63,1174,1
63,409,1
63,1274,1
1525,1327,1
1525,552,1
66,1147,1
74,27,1
78,1526,1
78,291,1
79,1153,1
79,739,1
79,1072,1
79,1249,1
79,188,1
79,315,1
79,426,1
79,355,1
79,863,1
79,842,1
79,782,1
79,282,1
1527,94,1
80,509,1
80,683,1
80,1187,1
80,628,1
80,965,1
80,1528,1
83,208,1
85,1055,1
86,43,1
1529,271,1
88,862,1
89,129,1
89,403,1
89,509,1
89,1530,1
89,410,1
89,298,1
89,1287,1
89,628,1
90,109,1
1531,1532,1
94,1495,1
95,1252,1
95,1533,1
95,1292,1
95,1232,1
95,1021,1
95,96,1
96,95,1
99,188,1
99,712,1
103,1505,1
103,368,1
109,1415,1
109,499,1
110,1491,1
114,509,1
114,1344,1
116,738,1
116,553,1
120,509,1
120,628,1
1534,316,1
129,298,1
129,1160,1
129,1414,1
129,29,1
129,89,1
135,436,1
1532,80,1
1532,188,1
1532,241,1
1532,1481,1
1532,892,1
1535,417,1
1535,826,1
141,965,1
143,514,1
143,1207,1
1509,230,1
146,23,1
146,264,1
146,1355,1
149,343,1
154,1288,1
154,898,1
154,372,1
154,1331,1
154,361,1
154,433,1
154,806,1
1536,272,1
161,300,1
161,825,1
161,272,1
161,1298,1
162,1398,1
162,1034,1
163,1435,1
163,1537,1
164,1538,1
164,644,1
165,584,1
165,499,1
165,1415,1
165,752,1
165,361,1
165,516,1
165,433,1
165,1288,1
166,188,1
167,628,1
1539,425,1
168,1216,1
168,630,1
171,1540,1
173,1541,1
174,872,1
1542,1327,1
182,263,1
182,61,1
188,1479,1
188,221,1
188,495,1
188,1022,1
188,509,1
188,905,1
188,1420,1
188,716,1
188,591,1
188,312,1
188,965,1
188,166,1
188,1398,1
188,1504,1
188,99,1
188,1361,1
188,402,1
188,989,1
188,478,1
188,29,1
188,782,1
188,1350,1
188,1327,1
188,552,1
188,150,1
188,491,1
188,1106,1
188,397,1
188,79,1
188,628,1
188,1532,1
188,1137,1
188,1481,1
188,307,1
188,1435,1
188,436,1
191,1284,1
191,810,1
192,300,1
193,1157,1
196,448,1
199,1043,1
200,507,1
200,1543,1
201,1197,1
201,395,1
201,319,1
208,83,1
1544,969,1
210,6,1
213,1057,1
215,1200,1
215,1187,1
217,1242,1
220,825,1
221,188,1
221,1420,1
222,938,1
222,578,1
222,315,1
222,273,1
222,782,1
223,509,1
223,1147,1
223,489,1
223,1398,1
223,636,1
227,1208,1
227,448,1
227,1545,1
227,457,1
227,345,1
227,196,1
228,718,1
228,1168,1
231,873,1
231,1039,1
232,477,1
238,509,1
240,1187,1
240,777,1
240,918,1
240,489,1
240,546,1
240,683,1
241,1532,1
242,1435,1
242,1159,1
244,1078,1
244,1546,1
249,984,1
254,298,1
256,1505,1
256,103,1
256,554,1
256,857,1
1547,1299,1
1547,320,1
261,1342,1
261,188,1
261,1504,1
263,182,1
263,61,1
267,1518,1
267,509,1
268,1548,1
268,436,1
268,1417,1
269,962,1
269,927,1
269,125,1
272,1536,1
272,1111,1
272,1131,1
272,300,1
272,571,1
272,1541,1
272,1180,1
272,508,1
273,938,1
273,222,1
278,812,1
278,509,1
281,718,1
282,1249,1
282,79,1
282,628,1
282,355,1
282,315,1
282,6,1
282,1355,1
282,188,1
282,739,1
282,782,1
282,1549,1
282,1302,1
282,863,1
282,452,1
282,716,1
282,1192,1
284,1288,1
284,1174,1
285,702,1
285,938,1
285,739,1
285,1398,1
285,1481,1
291,78,1
297,509,1
298,129,1
298,436,1
298,965,1
298,1550,1
298,509,1
298,969,1
298,1551,1
298,1159,1
298,254,1
298,188,1
298,160,1
298,89,1
298,1147,1
298,29,1
298,410,1
298,1398,1
298,1355,1
300,272,1
300,1466,1
300,161,1
300,849,1
300,795,1
300,310,1
300,764,1
300,702,1
300,192,1
300,938,1
301,16,1
304,798,1
305,683,1
306,226,1
306,1212,1
307,905,1
307,188,1
307,1273,1
307,631,1
310,300,1
310,1192,1
312,782,1
312,999,1
312,402,1
312,188,1
312,1348,1
312,282,1
312,426,1
312,858,1
313,29,1
313,716,1
313,892,1
313,903,1
313,568,1
313,509,1
313,188,1
313,628,1
313,436,1
314,918,1
315,79,1
315,188,1
315,1549,1
315,355,1
315,1153,1
315,739,1
315,863,1
316,1534,1
317,969,1
317,509,1
317,857,1
319,764,1
319,1552,1
319,201,1
319,188,1
319,1059,1
319,1213,1
319,678,1
320,1299,1
320,1282,1
320,1229,1
320,36,1
322,1553,1
328,337,1
336,533,1
340,1033,1
341,509,1
345,1272,1
345,554,1
345,94,1
353,445,1
353,535,1
353,1056,1
353,537,1
1545,452,1
355,863,1
355,1014,1
355,1165,1
355,739,1
355,315,1
355,79,1
361,806,1
361,1331,1
361,1468,1
361,752,1
361,516,1
361,433,1
361,1288,1
361,165,1
361,1507,1
361,372,1
361,898,1
361,154,1
1549,1062,1
364,628,1
372,433,1
372,516,1
372,361,1
373,1482,1
378,1554,1
378,771,1
380,379,1
380,1041,1
380,339,1
387,1039,1
395,188,1
395,628,1
395,1355,1
396,1466,1
397,616,1
397,868,1
397,580,1
397,694,1
397,188,1
397,489,1
397,1368,1
397,509,1
397,1060,1
399,1299,1
1555,556,1
1553,322,1
402,858,1
402,782,1
402,938,1
402,188,1
402,764,1
402,989,1
402,716,1
402,312,1
403,595,1
403,897,1
406,436,1
406,478,1
407,623,1
410,89,1
410,578,1
411,169,1
417,1556,1
417,96,1
417,1535,1
420,433,1
420,578,1
420,134,1
420,282,1
420,315,1
420,542,1
420,782,1
422,1249,1
423,428,1
423,106,1
425,1539,1
425,1295,1
1557,447,1
426,79,1
426,716,1
426,1249,1
426,1153,1
426,863,1
426,739,1
427,1104,1
427,313,1
428,423,1
428,1196,1
428,1439,1
430,1334,1
432,628,1
433,1507,1
433,516,1
433,154,1
433,1558,1
433,636,1
433,769,1
433,1331,1
433,508,1
433,752,1
433,420,1
433,1388,1
433,1397,1
433,1415,1
433,499,1
433,1288,1
433,1018,1
433,861,1
433,361,1
433,1383,1
433,584,1
433,372,1
433,806,1
436,135,1
436,918,1
436,1416,1
436,716,1
436,29,1
436,478,1
436,509,1
436,188,1
436,725,1
436,546,1
436,628,1
436,160,1
436,1413,1
436,1398,1
436,268,1
436,406,1
441,508,1
445,535,1
445,353,1
445,537,1
445,1056,1
447,1557,1
448,196,1
452,1420,1
452,1182,1
452,628,1
452,1549,1
452,568,1
452,282,1
452,221,1
452,782,1
452,312,1
452,1559,1
452,791,1
452,1202,1
452,1479,1
452,1137,1
452,1560,1
457,294,1
463,698,1
464,1065,1
467,164,1
467,1158,1
468,170,1
472,509,1
477,232,1
477,577,1
478,546,1
478,918,1
478,436,1
478,1416,1
478,406,1
481,676,1
481,1212,1
483,38,1
484,702,1
485,633,1
485,1271,1
485,1561,1
485,1562,1
485,1225,1
485,1563,1
485,873,1
485,1019,1
485,1564,1
485,1565,1
485,702,1
485,392,1
488,764,1
489,240,1
489,223,1
489,1187,1
489,397,1
489,509,1
489,931,1
489,1566,1
489,546,1
489,777,1
490,1102,1
490,883,1
490,265,1
490,1140,1
490,1493,1
491,395,1
493,1040,1
496,1187,1
499,1018,1
499,584,1
499,177,1
499,516,1
499,1415,1
499,433,1
499,165,1
502,1187,1
503,327,1
506,739,1
508,938,1
508,433,1
508,1065,1
508,1407,1
508,272,1
508,441,1
509,188,1
509,1567,1
509,617,1
509,278,1
509,1033,1
509,1427,1
509,489,1
509,114,1
509,89,1
509,1220,1
509,694,1
509,1147,1
509,618,1
509,574,1
509,965,1
509,931,1
509,80,1
509,1289,1
509,1078,1
509,297,1
509,223,1
509,1481,1
509,1276,1
509,1060,1
509,120,1
509,317,1
509,1463,1
509,1157,1
509,313,1
509,892,1
509,1206,1
509,1388,1
509,238,1
509,1336,1
509,1187,1
509,616,1
509,956,1
509,628,1
509,436,1
509,394,1
509,334,1
509,29,1
509,341,1
509,1508,1
509,658,1
509,1149,1
509,986,1
509,472,1
509,1398,1
509,546,1
509,298,1
509,1392,1
509,1128,1
509,397,1
509,1104,1
509,1368,1
509,580,1
509,267,1
509,1568,1
510,1569,1
514,143,1
514,1207,1
516,372,1
516,165,1
516,1018,1
516,433,1
516,1415,1
516,499,1
521,598,1
524,1212,1
524,1360,1
528,671,1
528,957,1
528,1398,1
532,1570,1
533,336,1
534,1571,1
534,167,1
535,537,1
535,1056,1
535,353,1
535,445,1
537,1056,1
537,353,1
537,535,1
537,445,1
539,502,1
1560,452,1
543,1572,1
543,1573,1
544,838,1
546,509,1
546,1202,1
546,965,1
546,1187,1
546,653,1
546,29,1
546,683,1
546,969,1
546,403,1
546,188,1
546,240,1
546,1147,1
546,478,1
546,489,1
546,436,1
546,223,1
546,918,1
546,628,1
546,716,1
546,777,1
546,123,1
546,931,1
546,1398,1
550,892,1
552,1525,1
552,1327,1
552,188,1
552,1574,1
553,116,1
556,319,1
556,1555,1
561,1575,1
562,1212,1
564,706,1
564,480,1
564,1576,1
564,62,1
564,810,1
564,1003,1
568,29,1
568,313,1
568,319,1
568,221,1
568,188,1
568,1420,1
568,452,1
574,509,1
574,1577,1
578,938,1
578,315,1
578,410,1
578,134,1
581,1104,1
584,165,1
584,1415,1
584,1018,1
584,433,1
584,499,1
1578,1034,1
1578,272,1
1578,1398,1
1578,825,1
591,188,1
593,1330,1
593,1166,1
593,1223,1
605,618,1
605,1149,1
605,1217,1
605,1205,1
606,1024,1
612,909,1
616,694,1
616,509,1
616,1434,1
616,397,1
616,617,1
617,509,1
617,616,1
618,1149,1
618,837,1
618,1205,1
618,605,1
618,640,1
618,509,1
618,1125,1
618,1217,1
619,114,1
620,938,1
1579,1580,1
623,776,1
624,942,1
628,1147,1
628,683,1
628,6,1
628,362,1
628,364,1
628,452,1
628,999,1
628,716,1
628,1423,1
628,89,1
628,120,1
628,1192,1
628,436,1
628,167,1
628,428,1
628,188,1
628,432,1
628,617,1
628,670,1
628,1159,1
628,509,1
628,1398,1
629,1159,1
629,628,1
629,428,1
629,1355,1
629,362,1
631,307,1
632,737,1
632,1304,1
632,1581,1
632,1428,1
634,1481,1
636,223,1
636,1398,1
636,123,1
637,35,1
640,1205,1
640,1217,1
640,618,1
640,1149,1
640,605,1
644,164,1
645,1103,1
648,911,1
649,776,1
655,1301,1
655,93,1
659,272,1
659,312,1
1582,1242,1
1582,1514,1
1582,986,1
661,1354,1
661,1344,1
665,1569,1
666,546,1
666,812,1
670,628,1
670,702,1
670,546,1
670,804,1
671,528,1
672,1272,1
672,1360,1
1583,1109,1
676,1212,1
679,1441,1
683,80,1
683,240,1
683,546,1
683,305,1
684,1269,1
685,393,1
694,616,1
695,1019,1
698,1201,1
698,463,1
702,782,1
702,300,1
702,484,1
